,Conference,Name,Author,School,abstract
10,CVPR,3D Concept Learning and Reasoning From Multi-View Images ,"[u'Yining Hong () ', u' Chunru Lin (Shanghai Jiaotong University) ', u' Yilun Du (Massachusetts Institute of Technology) ', u' Zhenfang Chen (MIT-IBM Watson AI lab) ', u' Joshua B. Tenenbaum (MIT) ', u' Chuang Gan (MIT-IBM Watson AI Lab)']",MIT-IBM Watson AI Lab,"Humans are able to accurately reason in 3D by gathering multi-view observations of the surrounding world. Inspired by this insight, we introduce a new large-scale benchmark for 3D multi-view visual question answering (3DMV-VQA). This dataset is collected by an embodied agent actively moving and capturing RGB images in an environment using the Habitat simulator. In total, it consists of approximately 5k scenes, 600k images, paired with 50k questions. We evaluate various state-of-the-art models for visual reasoning on our benchmark and find that they all perform poorly. We suggest that a principled approach for 3D reasoning from multi-view images should be to infer a compact 3D representation of the world from the multi-view images, which is further grounded on open-vocabulary semantic concepts, and then to execute reasoning on these 3D representations. As the first step towards this approach, we propose a novel 3D concept learning and reasoning (3D-CLR) framework that seamlessly combines these components via neural fields, 2D pre-trained vision-language models, and neural reasoning operators. Experimental results suggest that our framework outperforms baseline models by a large margin, but the challenge remains largely unsolved. We further perform an in-depth analysis of the challenges and highlight potential future directions."
11,CVPR,EC2: Emergent Communication for Embodied Control ,"[u'Yao Mu (The University of Hong Kong) ', u' Shunyu Yao (Princeton University) ', u' Mingyu Ding (UC Berkeley) ', u' Ping Luo (The University of Hong Kong) ', u' Chuang Gan (MIT-IBM Watson AI Lab)']",MIT-IBM Watson AI Lab,"Embodied control requires agents to leverage multi-modal pre-training to quickly learn how to act in new environments, where video demonstrations contain visual and motion details needed for low-level perception and control, and language instructions support generalization with abstract, symbolic structures. While recent approaches apply contrastive learning to force alignment between the two modalities, we hypothesize better modeling their complementary differences can lead to more holistic representations for downstream adaption. To this end, we propose Emergent Communication for Embodied Control (EC^2), a novel scheme to pre-train video-language representations for few-shot embodied control. The key idea is to learn an unsupervised ""language"" of videos via emergent communication, which bridges the semantics of video details and structures of natural language. We learn embodied representations of video trajectories, emergent language, and natural language using a language model, which is then used to finetune a lightweight policy network for downstream control. Through extensive experiments in Metaworld and Franka Kitchen embodied benchmarks, EC^2 is shown to consistently outperform previous contrastive learning methods for both videos and texts as task inputs. Further ablations confirm the importance of the emergent language, which is beneficial for both video and language learning, and significantly superior to using pre-trained video captions. We also present a quantitative and qualitative analysis of the emergent language and discuss future directions toward better understanding and leveraging emergent communication in embodied tasks."
12,CVPR,Understanding and Constructing Latent Modality Structures in Multi-Modal Representation Learning ,"[u'Qian Jiang (University of Illinois, Urbana Champaign) ', u' Changyou Chen (State University of New York, Buffalo) ', u' Han Zhao (University of Illinois, Urbana Champaign) ', u' Liqun Chen (Amazon) ', u' Qing Ping (Amazon) ', u' Son Dinh Tran (Amazon) ', u' Yi Xu (Amazon) ', u' Belinda Zeng (Amazon) ', u' Trishul Chilimbi (Department of Computer Science, University of Wisconsin - Madison)']","Department of Computer Science, University of Wisconsin - Madison","Contrastive loss has been increasingly used in learning representations from multiple modalities. In the limit, the nature of the contrastive loss encourages modalities to exactly match each other in the latent space. Yet it remains an open question how the modality alignment affects the downstream task performance. In this paper, based on an information-theoretic argument, we first prove that exact modality alignment is sub-optimal in general for downstream prediction tasks. Hence we advocate that the key of better performance lies in meaningful latent modality structures instead of perfect modality alignment. To this end, we propose three general approaches to construct latent modality structures. Specifically, we design 1) a deep feature separation loss for intra-modality regularization; 2) a Brownian-bridge loss for inter-modality regularization; and 3) a geometric consistency loss for both intra- and inter-modality regularization. Extensive experiments are conducted on two popular multi-modal representation learning frameworks: the CLIP-based two-tower model and the ALBEF-based fusion model. We test our model on a variety of tasks including zero/few-shot image classification, image-text retrieval, visual question answering, visual reasoning, and visual entailment. Our method achieves consistent improvements over existing methods, demonstrating the effectiveness and generalizability of our proposed approach on latent modality structure regularization."
13,CVPR,Novel-View Acoustic Synthesis ,"[u'Changan Chen (University of Texas at Austin) ', u' Alexander Richard (Reality Labs Research, Meta) ', u' Roman Shapovalov (Meta) ', u' Vamsi Krishna Ithapu (Facebook Reality Labs) ', u' Natalia Neverova (Facebook AI Research) ', u' Kristen Grauman (University of Texas at Austin) ', u' Andrea Vedaldi (University of Oxford)']",University of Oxford,"We introduce the novel-view acoustic synthesis (NVAS) task: given the sight and sound observed at a source viewpoint, can we synthesize the sound of that scene from an unseen target viewpoint? We propose a neural rendering approach: Visually-Guided Acoustic Synthesis (ViGAS) network that learns to synthesize the sound of an arbitrary point in space by analyzing the input audio-visual cues. To benchmark this task, we collect two first-of-their-kind large-scale multi-view audio-visual datasets, one synthetic and one real. We show that our model successfully reasons about the spatial cues and synthesizes faithful audio on both datasets. To our knowledge, this work represents the very first formulation, dataset, and approach to solve the novel-view acoustic synthesis task, which has exciting potential applications ranging from AR/VR to art and design. Unlocked by this work, we believe that the future of novel-view synthesis is in multi-modal learning from videos."
14,CVPR,AVFormer: Injecting Vision Into Frozen Speech Models for Zero-Shot AV-ASR ,"[u'Paul Hongsuck Seo (Google) ', u' Arsha Nagrani (Google ) ', u' Cordelia Schmid (Inria / Google)']",Inria / Google,"Audiovisual automatic speech recognition (AV-ASR) aims to improve the robustness of a speech recognition system by incorporating visual information. Training fully supervised multimodal models for this task from scratch, however is limited by the need for large labelled audiovisual datasets (in each downstream domain of interest). We present AVFormer, a simple method for augmenting audioonly models with visual information, at the same time performing lightweight domain adaptation. We do this by (i) injecting visual embeddings into a frozen ASR model using lightweight trainable adaptors. We show that these can be trained on a small amount of weakly labelled video data with minimum additional training time and parameters. (ii) We also introduce a simple curriculum scheme during training which we show is crucial to enable the model to jointly process audio and visual information effectively; and finally (iii) we show that our model achieves state of the art zero-shot results on three different AV-ASR benchmarks (How2, VisSpeech and Ego4D), while also crucially preserving decent performance on traditional audio-only speech recognition benchmarks (LibriSpeech). Qualitative results show that our model effectively leverages visual information for robust speech recognition."
15,CVPR,Mask-Free OVIS: Open-Vocabulary Instance Segmentation Without Manual Mask Annotations ,"[u'Vibashan VS (Johns Hopkins University) ', u' Ning Yu (Salesforce Research) ', u' Chen Xing (SalesForce.com) ', u' Can Qin (Northeastern University) ', u' Mingfei Gao (Apple) ', u' Juan Carlos Niebles (Salesforce Research) ', u' Vishal M. Patel (Johns Hopkins University) ', u' Ran Xu (SalesForce.com)']",SalesForce.com,"Existing instance segmentation models learn task-specific information using manual mask annotations from base (training) categories. These mask annotations require tremendous human effort, limiting the scalability to annotate novel (new) categories. To alleviate this problem, Open-Vocabulary (OV) methods leverage large-scale image-caption pairs and vision-language models to learn novel categories. In summary, an OV method learns task-specific information using strong supervision from base annotations and novel category information using weak supervision from image-captions pairs. This difference between strong and weak supervision leads to overfitting on base categories, resulting in poor generalization towards novel categories. In this work, we overcome this issue by learning both base and novel categories from pseudo-mask annotations generated by the vision-language model in a weakly supervised manner using our proposed Mask-free OVIS pipeline. Our method automatically generates pseudo-mask annotations by leveraging the localization ability of a pre-trained vision-language model for objects present in image-caption pairs. The generated pseudo-mask annotations are then used to supervise an instance segmentation model, freeing the entire pipeline from any labour-expensive instance-level annotations and overfitting. Our extensive experiments show that our method trained with just pseudo-masks significantly improves the mAP scores on the MS-COCO dataset and OpenImages dataset compared to the recent state-of-the-art methods trained with manual masks. Codes and models are provided in https://vibashan.github.io/ovis-web/."
16,CVPR,Pix2map: Cross-Modal Retrieval for Inferring Street Maps From Images ,"[u'Xindi Wu (Princeton University) ', u' KwunFung Lau (CMU, Carnegie Mellon University) ', u' Francesco Ferroni () ', u' Aljo\u0161a O\u0161ep (Carnegie Mellon University) ', u' Deva Ramanan (Carnegie Mellon University)']",Carnegie Mellon University,"Self-driving vehicles rely on urban street maps for autonomous navigation. In this paper, we introduce Pix2Map, a method for inferring urban street map topology directly from ego-view images, as needed to continually update and expand existing maps. This is a challenging task, as we need to infer a complex urban road topology directly from raw image data. The main insight of this paper is that this problem can be posed as cross-modal retrieval by learning a joint, cross-modal embedding space for images and existing maps, represented as discrete graphs that encode the topological layout of the visual surroundings. We conduct our experimental evaluation using the Argoverse dataset and show that it is indeed possible to accurately retrieve street maps corresponding to both seen and unseen roads solely from image data. Moreover, we show that our retrieved maps can be used to update or expand existing maps and even show proof-of-concept results for visual localization and image retrieval from spatial graphs."
17,CVPR,Improving Zero-Shot Generalization and Robustness of Multi-Modal Models ,"[u'Yunhao Ge (University of Southern California) ', u' Jie Ren (Google) ', u' Andrew Gallagher (Google) ', u' Yuxiao Wang (Google) ', u' Ming-Hsuan Yang (University of California at Merced) ', u' Hartwig Adam (Google Research) ', u' Laurent Itti (USC) ', u' Balaji Lakshminarayanan (Google Brain) ', u' Jiaping Zhao (Google)']",Google,"Multi-modal image-text models such as CLIP and LiT have demonstrated impressive performance on image classification benchmarks and their zero-shot generalization ability is particularly exciting. While the top-5 zero-shot accuracies of these models are very high, the top-1 accuracies are much lower (over 25% gap in some cases). We investigate the reasons for this performance gap and find that many of the failure cases are caused by ambiguity in the text prompts. First, we develop a simple and efficient zero-shot post-hoc method to identify images whose top-1 prediction is likely to be incorrect, by measuring consistency of the predictions w.r.t. multiple prompts and image transformations. We show that our procedure better predicts mistakes, outperforming the popular max logit baseline on selective prediction tasks. Next, we propose a simple and efficient way to improve accuracy on such uncertain images by making use of the WordNet hierarchy; specifically we augment the original class by incorporating its parent and children from the semantic label hierarchy, and plug the augmentation into text prompts. We conduct experiments on both CLIP and LiT models with five different ImageNet- based datasets. For CLIP, our method improves the top-1 accuracy by 17.13% on the uncertain subset and 3.6% on the entire ImageNet validation set. We also show that our method improves across ImageNet shifted datasets, four other datasets, and other model architectures such as LiT. Our proposed method is hyperparameter-free, requires no additional model training and can be easily scaled to other large multi-modal architectures. Code is available at https://github.com/gyhandy/Hierarchy-CLIP."
18,CVPR,Scaling Language-Image Pre-Training via Masking ,"[u'Yanghao Li (Facebook) ', u' Haoqi Fan (Facebook AI Research) ', u' Ronghang Hu (Meta AI) ', u' Christoph Feichtenhofer (Facebook) ', u' Kaiming He (Facebook AI Research)']",Facebook AI Research,"We present Fast Language-Image Pre-training (FLIP), a simple and more efficient method for training CLIP. Our method randomly masks out and removes a large portion of image patches during training. Masking allows us to learn from more image-text pairs given the same wall-clock time and contrast more samples per iteration with similar memory footprint. It leads to a favorable trade-off between accuracy and training time. In our experiments on 400 million image-text pairs, FLIP improves both accuracy and speed over the no-masking baseline. On a large diversity of downstream tasks, FLIP dominantly outperforms the CLIP counterparts trained on the same data. Facilitated by the speedup, we explore the scaling behavior of increasing the model size, data size, or training length, and report encouraging results and comparisons. We hope that our work will foster future research on scaling vision-language learning."
19,CVPR,MetaCLUE: Towards Comprehensive Visual Metaphors Research ,"[u'Arjun R. Akula (Google) ', u' Brendan Driscoll (University of Michigan - Ann Arbor) ', u' Pradyumna Narayana (Google) ', u' Soravit Changpinyo (Google Research) ', u' Zhiwei Jia (University of California, San Diego) ', u' Suyash Damle (Google) ', u' Garima Pruthi (Indian Institute of Technology, Guwahati) ', u' Sugato Basu (Google) ', u' Leonidas Guibas (Stanford University) ', u' William Freeman (MIT and Google) ', u' Yuanzhen Li (Massachusetts Institute of Technology) ', u' Varun Jampani (Google Research)']",Google Research,"Creativity is an indispensable part of human cognition and also an inherent part of how we make sense of the world. Metaphorical abstraction is fundamental in communicating creative ideas through nuanced relationships between abstract concepts such as feelings. While computer vision benchmarks and approaches predominantly focus on understanding and generating literal interpretations of images, metaphorical comprehension of images remains relatively unexplored. Towards this goal, we introduce MetaCLUE, a set of vision tasks on visual metaphor. We also collect high-quality and rich metaphor annotations (abstract objects, concepts, relationships along with their corresponding object boxes) as there do not exist any datasets that facilitate the evaluation of these tasks. We perform a comprehensive analysis of state-of-the-art models in vision and language based on our annotations, highlighting strengths and weaknesses of current approaches in visual metaphor Classification, Localization, Understanding (retrieval, question answering, captioning) and gEneration (text-to-image synthesis) tasks. We hope this work provides a concrete step towards systematically developing AI systems with human-like creative capabilities. Project page: https://metaclue.github.io"
20,CVPR,ImageBind: One Embedding Space To Bind Them All ,"[u'Rohit Girdhar (Meta) ', u' Alaaeldin El-Nouby (University of Guelph) ', u' Zhuang Liu (FAIR, Meta AI) ', u' Mannat Singh (Meta AI) ', u' Kalyan Vasudev Alwala (Facebook) ', u' Armand Joulin (Facebook) ', u' Ishan Misra (Facebook)']",Facebook,"We present ImageBind, an approach to learn a joint embedding across six different modalities - images, text, audio, depth, thermal, and IMU data. We show that all combinations of paired data are not necessary to train such a joint embedding, and only image-paired data is sufficient to bind the modalities together. ImageBind can leverage recent large scale vision-language models, and extends their zero-shot capabilities to new modalities just by using their natural pairing with images. It enables novel emergent applications 'out-of-the-box' including cross-modal retrieval, composing modalities with arithmetic, cross-modal detection and generation. The emergent capabilities improve with the strength of the image encoder and we set a new state-of-the-art on emergent zero-shot recognition tasks across modalities, outperforming specialist supervised models. Finally, we show strong few-shot recognition results outperforming prior work, and that ImageBind serves as a new way to evaluate vision models for visual and non-visual tasks."
21,CVPR,OmniMAE: Single Model Masked Pretraining on Images and Videos ,"[u'Rohit Girdhar (Meta) ', u' Alaaeldin El-Nouby (University of Guelph) ', u' Mannat Singh (Meta AI) ', u' Kalyan Vasudev Alwala (Facebook) ', u' Armand Joulin (Facebook) ', u' Ishan Misra (Facebook)']",Facebook,"Transformer-based architectures have become competitive across a variety of visual domains, most notably images and videos. While prior work studies these modalities in isolation, having a common architecture suggests that one can train a single unified model for multiple visual modalities. Prior attempts at unified modeling typically use architectures tailored for vision tasks, or obtain worse performance compared to single modality models. In this work, we show that masked autoencoding can be used to train a simple Vision Transformer on images and videos, without requiring any labeled data. This single model learns visual representations that are comparable to or better than single-modality representations on both image and video benchmarks, while using a much simpler architecture. Furthermore, this model can be learned by dropping 90% of the image and 95% of the video patches, enabling extremely fast training of huge model architectures. In particular, we show that our single ViT-Huge model can be finetuned to achieve 86.6% on ImageNet and 75.5% on the challenging Something Something-v2 video benchmark, setting a new state-of-the-art."
22,CVPR,VILA: Learning Image Aesthetics From User Comments With Vision-Language Pretraining ,"[u'Junjie Ke (None) ', u' Keren Ye (Google) ', u' Jiahui Yu (Google Brain) ', u' Yonghui Wu (, University of California, Riverside) ', u' Peyman Milanfar (Peyman Milanfar) ', u' Feng Yang (Google Research)']",Google Research,"Assessing the aesthetics of an image is challenging, as it is influenced by multiple factors including composition, color, style, and high-level semantics. Existing image aesthetic assessment (IAA) methods primarily rely on human-labeled rating scores, which oversimplify the visual aesthetic information that humans perceive. Conversely, user comments offer more comprehensive information and are a more natural way to express human opinions and preferences regarding image aesthetics. In light of this, we propose learning image aesthetics from user comments, and exploring vision-language pretraining methods to learn multimodal aesthetic representations. Specifically, we pretrain an image-text encoder-decoder model with image-comment pairs, using contrastive and generative objectives to learn rich and generic aesthetic semantics without human labels. To efficiently adapt the pretrained model for downstream IAA tasks, we further propose a lightweight rank-based adapter that employs text as an anchor to learn the aesthetic ranking concept. Our results show that our pretrained aesthetic vision-language model outperforms prior works on image aesthetic captioning over the AVA-Captions dataset, and it has powerful zero-shot capability for aesthetic tasks such as zero-shot style classification and zero-shot IAA, surpassing many supervised baselines. With only minimal finetuning parameters using the proposed adapter module, our model achieves state-of-the-art IAA performance over the AVA dataset."
